ensembl_id	biotype	description
ENSG00000254686	lncRNA	novel transcript
ENSG00000254687	lncRNA	novel transcript
ENSG00000254688	lncRNA	novel transcript
ENSG00000254692	protein_coding	novel protein
ENSG00000254693	lncRNA	CD82 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56287]
ENSG00000254695	NOT_FOUND_IN_ENSEMBL	
ENSG00000254698	lncRNA	novel transcript, sense overlapping RAB30
ENSG00000254705	lncRNA	novel transcript
ENSG00000254706	protein_coding	novel protein
ENSG00000254707	lncRNA	novel transcript
ENSG00000254710	lncRNA	novel transcript
ENSG00000254718	lncRNA	novel transcript, antisense to  PPM1A
ENSG00000254721	lncRNA	novel transcript
ENSG00000254731	NOT_FOUND_IN_ENSEMBL	
ENSG00000254733	lncRNA	Me3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58438]
ENSG00000254734	lncRNA	novel transcript
ENSG00000254741	lncRNA	novel transcript
ENSG00000254744	NOT_FOUND_IN_ENSEMBL	
ENSG00000254746	lncRNA	novel transcript
ENSG00000254753	lncRNA	novel transcript
ENSG00000254754	lncRNA	novel transcript
ENSG00000254756	lncRNA	novel transcript
ENSG00000254757	NOT_FOUND_IN_ENSEMBL	
ENSG00000254760	lncRNA	SIGLEC10 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40718]
ENSG00000254775	lncRNA	novel transcript
ENSG00000254777	lncRNA	novel transcript
ENSG00000254787	lncRNA	novel transcript
ENSG00000254789	lncRNA	novel transcript
ENSG00000254790	lncRNA	novel transcript
ENSG00000254802	lncRNA	novel transcript
ENSG00000254804	lncRNA	novel transcript
ENSG00000254810	lncRNA	novel transcript
ENSG00000254812	lncRNA	novel transcript
ENSG00000254814	NOT_FOUND_IN_ENSEMBL	
ENSG00000254821	NOT_FOUND_IN_ENSEMBL	
ENSG00000254830	lncRNA	novel transcript
ENSG00000254833	lncRNA	novel transcript
ENSG00000254836	NOT_FOUND_IN_ENSEMBL	
ENSG00000254844	lncRNA	novel transcript, antisense to FXYD2
ENSG00000254846	lncRNA	novel transcript
ENSG00000254847	lncRNA	novel transcript
ENSG00000254859	lncRNA	novel transcript
ENSG00000254861	lncRNA	novel transcript
ENSG00000254864	lncRNA	novel transcript
ENSG00000254865	lncRNA	novel transcript
ENSG00000254873	lncRNA	novel transcript, antisense to ATP5L and UBE4A
ENSG00000254874	lncRNA	novel transcript
ENSG00000254878	lncRNA	novel transcript
ENSG00000254885	lncRNA	novel transcript
ENSG00000254898	lncRNA	novel transcript, antisense to NSD3
ENSG00000254900	lncRNA	novel transcript
ENSG00000254905	lncRNA	novel transcript, antisense to TIRAP
ENSG00000254906	lncRNA	NELL1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58439]
ENSG00000254907	lncRNA	novel transcript, antisense to API5 and TTC17
ENSG00000254910	lncRNA	novel transcript
ENSG00000254913	lncRNA	novel transcript
ENSG00000254919	lncRNA	novel transcript
ENSG00000254921	lncRNA	novel transcript
ENSG00000254927	NOT_FOUND_IN_ENSEMBL	
ENSG00000254929	lncRNA	novel transcript
ENSG00000254932	lncRNA	PKNOX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56709]
ENSG00000254933	lncRNA	novel transcript
ENSG00000254942	lncRNA	novel transcript
ENSG00000254943	lncRNA	novel transcript, antisense to ROBO4
ENSG00000254951	lncRNA	novel transcript, sense overlapping OR5P2, OR5P3 and OR5P1P
ENSG00000254963	lncRNA	novel transcript
ENSG00000254964	lncRNA	novel transcript
ENSG00000254971	lncRNA	novel transcript
ENSG00000254973	lncRNA	novel transcript
ENSG00000254975	lncRNA	novel transcript
ENSG00000254979	protein_coding	novel protein
ENSG00000254980	lncRNA	novel transcript
ENSG00000254987	lncRNA	PDGFD downstream neighbor [Source:HGNC Symbol;Acc:HGNC:56909]
ENSG00000254988	lncRNA	ACER antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58067]
ENSG00000254989	lncRNA	novel transcript
ENSG00000254990	lncRNA	novel transcript
ENSG00000254991	lncRNA	novel transcript
ENSG00000255005	lncRNA	novel transcript
ENSG00000255021	lncRNA	novel transcript
ENSG00000255026	lncRNA	novel transcript
ENSG00000255027	lncRNA	DDX25 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58188]
ENSG00000255028	NOT_FOUND_IN_ENSEMBL	
ENSG00000255029	lncRNA	novel transcript
ENSG00000255031	lncRNA	novel transcript, antisense to CHKA
ENSG00000255038	lncRNA	novel transcript, antisense to SF3B2
ENSG00000255041	lncRNA	novel transcript
ENSG00000255045	lncRNA	NRGN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58070]
ENSG00000255046	lncRNA	novel transcript
ENSG00000255050	lncRNA	novel transcript
ENSG00000255054	protein_coding	novel protein
ENSG00000255060	lncRNA	novel transcript
ENSG00000255084	lncRNA	NARS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58264]
ENSG00000255087	lncRNA	novel transcript
ENSG00000255091	lncRNA	novel transcript
ENSG00000255092	lncRNA	novel transcript
ENSG00000255094	lncRNA	novel transcript
ENSG00000255101	lncRNA	novel transcript
ENSG00000255102	lncRNA	novel transcript
ENSG00000255108	lncRNA	novel transcript
ENSG00000255114	lncRNA	HYOU1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56704]
ENSG00000255118	lncRNA	novel transcript
ENSG00000255126	lncRNA	novel transcript
ENSG00000255130	lncRNA	novel transcript
ENSG00000255132	lncRNA	novel transcript
ENSG00000255139	lncRNA	novel transcript
ENSG00000255146	lncRNA	novel transcript
ENSG00000255148	lncRNA	novel transcript
ENSG00000255158	lncRNA	novel transcript
ENSG00000255160	NOT_FOUND_IN_ENSEMBL	
ENSG00000255164	lncRNA	novel transcript, antisense to ZNF252
ENSG00000255167	lncRNA	NELL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58265]
ENSG00000255173	lncRNA	novel transcript
ENSG00000255179	lncRNA	novel transcript
ENSG00000255182	lncRNA	novel transcript, antisense to PPP1R16A
ENSG00000255191	lncRNA	novel transcript
ENSG00000255197	lncRNA	SLC39A13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56351]
ENSG00000255201	lncRNA	novel transcript
ENSG00000255202	lncRNA	novel transcript
ENSG00000255206	lncRNA	novel transcript
ENSG00000255209	lncRNA	novel transcript
ENSG00000255216	lncRNA	novel transcript
ENSG00000255219	lncRNA	novel transcript
ENSG00000255224	lncRNA	TEC
ENSG00000255227	lncRNA	long intergenic non-protein coding RNA 3096 [Source:HGNC Symbol;Acc:HGNC:56743]
ENSG00000255229	lncRNA	novel transcript, antisense to BET1L
ENSG00000255233	lncRNA	novel transcript
ENSG00000255237	lncRNA	novel transcript
ENSG00000255240	lncRNA	GLYATL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58086]
ENSG00000255241	lncRNA	novel transcript
ENSG00000255244	lncRNA	novel transcript
ENSG00000255250	lncRNA	novel transcript
ENSG00000255252	lncRNA	novel transcript
ENSG00000255260	lncRNA	novel transcript
ENSG00000255271	lncRNA	novel transcript
ENSG00000255272	NOT_FOUND_IN_ENSEMBL	
ENSG00000255279	NOT_FOUND_IN_ENSEMBL	
ENSG00000255289	lncRNA	novel transcript
ENSG00000255292	protein_coding	novel transcript
ENSG00000255299	lncRNA	novel transcript
ENSG00000255301	lncRNA	novel transcript
ENSG00000255306	lncRNA	glycolysis associated regulator of LDHA post-transcriptional modification 1 [Source:HGNC Symbol;Acc:HGNC:56861]
ENSG00000255313	lncRNA	novel transcript
ENSG00000255314	lncRNA	novel transcript
ENSG00000255317	lncRNA	novel transcript, antisense to KIRREL3
ENSG00000255320	lncRNA	novel transcript
ENSG00000255321	lncRNA	novel transcript
ENSG00000255326	lncRNA	MAP6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58170]
ENSG00000255328	NOT_FOUND_IN_ENSEMBL	
ENSG00000255330	protein_coding	novel  protein
ENSG00000255339	protein_coding	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa (NDUFB8) and SEC31 homolog B (S. cerevisiae) (SEC31B) readthrough
ENSG00000255340	lncRNA	novel transcript
ENSG00000255343	lncRNA	novel transcript, sense overlapping NRBP2 3' UTR
ENSG00000255345	lncRNA	TENM4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58189]
ENSG00000255348	lncRNA	novel transcript
ENSG00000255357	lncRNA	novel transcript
ENSG00000255366	lncRNA	novel transcript
ENSG00000255367	lncRNA	novel transcript
ENSG00000255372	lncRNA	novel transcript
ENSG00000255375	lncRNA	novel transcript
ENSG00000255384	lncRNA	novel transcript
ENSG00000255389	lncRNA	chromosome 6 open reading frame 3
ENSG00000255395	lncRNA	novel transcript, antisense to SLCO2B1
ENSG00000255402	lncRNA	novel transcript
ENSG00000255404	lncRNA	novel transcript
ENSG00000255410	lncRNA	novel transcript
ENSG00000255421	lncRNA	novel transcript
ENSG00000255422	lncRNA	novel transcript
ENSG00000255426	lncRNA	novel transcript
ENSG00000255429	lncRNA	novel transcript
ENSG00000255432	protein_coding	novel protein
ENSG00000255438	lncRNA	novel transcript, antisense to SULF2
ENSG00000255439	protein_coding	novel protein, VKORC1 and PRSS53 readthrough
ENSG00000255446	lncRNA	novel transcript
ENSG00000255447	lncRNA	novel transcript
ENSG00000255448	lncRNA	novel transcript
ENSG00000255451	lncRNA	novel transcript
ENSG00000255456	lncRNA	novel transcript, antisense to ARHGAP39
ENSG00000255462	lncRNA	GALNT18 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58440]
ENSG00000255467	lncRNA	novel transcript
ENSG00000255470	lncRNA	novel transcript, antisense to MRGPRX4
ENSG00000255475	lncRNA	novel transcript
ENSG00000255476	lncRNA	novel transcript
ENSG00000255477	lncRNA	novel transcript
ENSG00000255478	lncRNA	novel transcript
ENSG00000255480	lncRNA	novel transcript
ENSG00000255482	lncRNA	novel transcript, antisense to TMEM123
ENSG00000255487	lncRNA	novel transcript
ENSG00000255491	lncRNA	novel transcript
ENSG00000255495	NOT_FOUND_IN_ENSEMBL	
ENSG00000255496	lncRNA	novel transcript, sense overlapping BDNF
ENSG00000255498	lncRNA	novel transcript
ENSG00000255506	lncRNA	novel transcript
ENSG00000255508	protein_coding	novel protein
ENSG00000255516	lncRNA	novel transcript
ENSG00000255520	lncRNA	novel transcript
ENSG00000255523	lncRNA	novel transcript
ENSG00000255525	lncRNA	novel transcript
ENSG00000255528	lncRNA	novel transcript
ENSG00000255537	lncRNA	novel transcript, antisense to FEZ1
ENSG00000255542	lncRNA	SLC1A2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40535]
ENSG00000255548	lncRNA	novel transcript
ENSG00000255555	lncRNA	novel transcript
ENSG00000255557	lncRNA	novel transcript
ENSG00000255558	lncRNA	novel transcript
ENSG00000255565	lncRNA	novel transcript
ENSG00000255572	lncRNA	novel transcript
ENSG00000255580	lncRNA	novel transcript
ENSG00000255595	lncRNA	long intergenic non-protein coding RNA 2350 [Source:HGNC Symbol;Acc:HGNC:53272]
ENSG00000255599	NOT_FOUND_IN_ENSEMBL	
ENSG00000255621	lncRNA	novel transcript
ENSG00000255628	lncRNA	novel transcript
ENSG00000255629	lncRNA	novel transcript
ENSG00000255639	protein_coding	novel protein
ENSG00000255641	protein_coding	novel protein
ENSG00000255644	NOT_FOUND_IN_ENSEMBL	
ENSG00000255647	lncRNA	novel transcript
ENSG00000255648	lncRNA	novel transcript, antisense to PLCZ1
ENSG00000255649	lncRNA	PLBD1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58266]
ENSG00000255655	lncRNA	novel transcript, antisense to MYO1H
ENSG00000255663	protein_coding	novel transcript, RBM7-REXO2 readthrough
ENSG00000255670	lncRNA	novel transcript
ENSG00000255671	lncRNA	novel transcript
ENSG00000255672	lncRNA	novel transcript
ENSG00000255680	lncRNA	novel transcript
ENSG00000255686	lncRNA	novel transcript
ENSG00000255689	lncRNA	novel transcript
ENSG00000255692	lncRNA	novel transcript, antisense to CIT
ENSG00000255723	lncRNA	novel transcript
ENSG00000255730	protein_coding	novel protein
ENSG00000255741	lncRNA	novel transcript
ENSG00000255745	lncRNA	novel transcript
ENSG00000255775	lncRNA	novel transcript
ENSG00000255801	lncRNA	novel transcript
ENSG00000255825	lncRNA	novel transcript
ENSG00000255829	lncRNA	novel transcript
ENSG00000255835	protein_coding	novel protein
ENSG00000255839	lncRNA	novel transcript
ENSG00000255843	lncRNA	novel transcript
ENSG00000255845	lncRNA	novel transcript
ENSG00000255847	lncRNA	novel transcript
ENSG00000255856	lncRNA	novel transcript
ENSG00000255858	lncRNA	novel transcript
ENSG00000255866	lncRNA	novel transcript
ENSG00000255872	protein_coding	novel transcript
ENSG00000255882	lncRNA	novel transcript
ENSG00000255886	lncRNA	novel transcript
ENSG00000255910	lncRNA	novel transcript
ENSG00000255916	lncRNA	novel transcript
ENSG00000255921	lncRNA	BCAT1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54396]
ENSG00000255931	lncRNA	novel transcript
ENSG00000255933	lncRNA	SFSWAP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58267]
ENSG00000255945	NOT_FOUND_IN_ENSEMBL	
ENSG00000255946	lncRNA	novel transcript
ENSG00000255947	lncRNA	long intergenic non-protein coding RNA 3144 [Source:HGNC Symbol;Acc:HGNC:58272]
ENSG00000255959	lncRNA	novel transcript, antisense to CCDC86
ENSG00000255968	lncRNA	ITPR2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58268]
ENSG00000255983	lncRNA	novel transcript
ENSG00000255992	lncRNA	PUS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40706]
ENSG00000256001	NOT_FOUND_IN_ENSEMBL	
ENSG00000256013	lncRNA	novel transcript, antisense to EMP2
ENSG00000256029	protein_coding	novel protein
ENSG00000256034	lncRNA	novel transcript
ENSG00000256071	lncRNA	novel transcript
ENSG00000256072	lncRNA	novel transcript
ENSG00000256083	lncRNA	HMGA2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58191]
ENSG00000256084	lncRNA	novel transcript
ENSG00000256100	lncRNA	novel transcript
ENSG00000256116	lncRNA	novel transcript
ENSG00000256149	lncRNA	novel transcript
ENSG00000256152	lncRNA	novel transcript
ENSG00000256195	lncRNA	novel transcript
ENSG00000256196	lncRNA	novel transcript
ENSG00000256199	lncRNA	novel transcript, antisense to RASSF3
ENSG00000256206	protein_coding	novel protein
ENSG00000256209	lncRNA	novel transcript
ENSG00000256218	lncRNA	novel transcript
ENSG00000256220	lncRNA	novel transcript
ENSG00000256226	lncRNA	novel transcript
ENSG00000256237	lncRNA	novel transcript
ENSG00000256249	lncRNA	novel transcript
ENSG00000256250	lncRNA	novel transcript
ENSG00000256256	lncRNA	novel transcript
ENSG00000256258	lncRNA	novel transcript
ENSG00000256273	lncRNA	novel transcript
ENSG00000256286	lncRNA	novel transcript
ENSG00000256298	lncRNA	novel transcript
ENSG00000256306	lncRNA	novel transcript, antisense to GRIN2B
ENSG00000256311	lncRNA	novel transcript
ENSG00000256312	lncRNA	novel transcript
ENSG00000256314	lncRNA	novel transcript
ENSG00000256321	NOT_FOUND_IN_ENSEMBL	
ENSG00000256343	lncRNA	RIMBP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58273]
ENSG00000256349	protein_coding	novel protein
ENSG00000256357	lncRNA	novel transcript, antisense to SERPINA9
ENSG00000256364	lncRNA	novel transcript, antisense to MLEC
ENSG00000256389	lncRNA	novel transcript
ENSG00000256403	lncRNA	novel transcript
ENSG00000256407	protein_coding	novel transcript
ENSG00000256417	lncRNA	novel transcript
ENSG00000256427	NOT_FOUND_IN_ENSEMBL	
ENSG00000256433	lncRNA	novel transcript
ENSG00000256440	lncRNA	novel transcript
ENSG00000256442	lncRNA	novel transcript
ENSG00000256448	lncRNA	FAM168A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58441]
ENSG00000256452	lncRNA	novel transcript
ENSG00000256458	lncRNA	novel transcript, antisense to abl interactor 2 (ABI2)
ENSG00000256469	lncRNA	novel transcript
ENSG00000256473	lncRNA	novel transcript, antisense to SOX5
ENSG00000256482	lncRNA	BCAT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58192]
ENSG00000256484	lncRNA	novel transcript
ENSG00000256504	lncRNA	novel transcript
ENSG00000256512	lncRNA	novel transcript
ENSG00000256513	lncRNA	novel transcript
ENSG00000256514	protein_coding	novel protein
ENSG00000256538	lncRNA	novel transcript
ENSG00000256542	NOT_FOUND_IN_ENSEMBL	
ENSG00000256566	protein_coding	novel protein
ENSG00000256568	lncRNA	novel transcript
ENSG00000256569	lncRNA	novel transcript, antisense to UNC119B
ENSG00000256591	protein_coding	novel transcript
ENSG00000256609	lncRNA	HSPB8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58274]
ENSG00000256615	lncRNA	KCNJ8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58193]
ENSG00000256632	lncRNA	novel transcript
ENSG00000256646	protein_coding	novel PSMA2 and C7orf25 readthrough
ENSG00000256654	lncRNA	novel transcript, sense overlapping KCNA1
ENSG00000256658	lncRNA	novel transcript
ENSG00000256686	NOT_FOUND_IN_ENSEMBL	
ENSG00000256694	NOT_FOUND_IN_ENSEMBL	
ENSG00000256695	lncRNA	novel transcript
ENSG00000256705	lncRNA	novel transcript, antisense to PPP2R5C
ENSG00000256706	lncRNA	novel transcript
ENSG00000256732	NOT_FOUND_IN_ENSEMBL	
ENSG00000256739	NOT_FOUND_IN_ENSEMBL	
ENSG00000256747	lncRNA	novel transcript
ENSG00000256757	lncRNA	novel transcript
ENSG00000256783	lncRNA	novel transcript
ENSG00000256789	lncRNA	lncRNA regulator of PLAAT3 mediated phospholipid metabolism [Source:HGNC Symbol;Acc:HGNC:58146]
ENSG00000256802	lncRNA	lung cancer immune cell infiltration associated lncRNA [Source:HGNC Symbol;Acc:HGNC:56346]
ENSG00000256803	lncRNA	novel transcript
ENSG00000256810	lncRNA	ADGRD1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:58275]
ENSG00000256811	lncRNA	transcript inducer of AURKA lysosomal degradation [Source:HGNC Symbol;Acc:HGNC:56938]
ENSG00000256813	lncRNA	CCDC86 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56314]
ENSG00000256814	lncRNA	novel transcript
ENSG00000256825	protein_coding	novel protein
ENSG00000256861	protein_coding	novel protein
ENSG00000256875	lncRNA	novel transcript
ENSG00000256884	lncRNA	novel transcript
ENSG00000256894	lncRNA	novel transcript, antisense to SSPN
ENSG00000256897	lncRNA	novel transcript
ENSG00000256915	lncRNA	novel transcript
ENSG00000256916	lncRNA	MMP20 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56362]
ENSG00000256928	lncRNA	novel transcript
ENSG00000256943	lncRNA	GALNT9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56353]
ENSG00000256947	lncRNA	novel transcript
ENSG00000256948	lncRNA	IQSEC3 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56741]
ENSG00000256950	protein_coding	novel transcript
ENSG00000256955	lncRNA	novel transcript
ENSG00000256966	protein_coding	novel transcript
ENSG00000256967	lncRNA	novel transcript
ENSG00000256969	lncRNA	long intergenic non-protein coding RNA 3141 [Source:HGNC Symbol;Acc:HGNC:58143]
ENSG00000256972	lncRNA	novel transcript
ENSG00000256982	lncRNA	novel transcript
ENSG00000256988	lncRNA	KCNA6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58276]
ENSG00000257000	lncRNA	novel transcript
ENSG00000257002	lncRNA	CHRM1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58194]
ENSG00000257004	lncRNA	novel transcript
ENSG00000257022	lncRNA	novel transcript
ENSG00000257027	lncRNA	novel transcript
ENSG00000257042	lncRNA	novel transcript, antisense to PTHLH
ENSG00000257045	lncRNA	novel transcript, antisense to SATB homeobox 2
ENSG00000257058	lncRNA	novel transcript
ENSG00000257060	lncRNA	novel transcript
ENSG00000257062	protein_coding	novel transcript
ENSG00000257065	protein_coding	novel protein
ENSG00000257083	lncRNA	novel transcript
ENSG00000257086	lncRNA	novel transcript
ENSG00000257095	lncRNA	SRRM4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58442]
ENSG00000257096	lncRNA	novel transcript
ENSG00000257105	lncRNA	novel transcript
ENSG00000257120	lncRNA	novel transcript, antisense to PRKD1
ENSG00000257124	lncRNA	novel transcript
ENSG00000257165	lncRNA	novel transcript
ENSG00000257176	lncRNA	FAR2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58443]
ENSG00000257181	lncRNA	novel transcript
ENSG00000257191	lncRNA	novel transcript, antisense to SYT1
ENSG00000257194	NOT_FOUND_IN_ENSEMBL	
ENSG00000257202	lncRNA	novel transcript, antisense to DRAM1
ENSG00000257207	protein_coding	novel transcript
ENSG00000257221	lncRNA	novel transcript, antisense to SELPLG
ENSG00000257222	lncRNA	novel transcript, antisense to WASHC3 and NUP37
ENSG00000257225	lncRNA	PRICKLE1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58444]
ENSG00000257226	NOT_FOUND_IN_ENSEMBL	
ENSG00000257228	lncRNA	PDZRN4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:58277]
ENSG00000257235	lncRNA	novel transcript
ENSG00000257239	lncRNA	novel transcript
ENSG00000257252	lncRNA	novel transcript, antisense to NUDT4
ENSG00000257253	lncRNA	novel transcript
ENSG00000257256	lncRNA	novel transcript, antisense to LIMA1
ENSG00000257258	lncRNA	novel transcript
ENSG00000257262	lncRNA	novel transcript
ENSG00000257264	lncRNA	microRNA 3179-1
ENSG00000257265	lncRNA	novel transcript
ENSG00000257268	lncRNA	novel transcript
ENSG00000257270	lncRNA	novel transcript, antisense to MTA1
ENSG00000257275	lncRNA	novel transcript, antisense to TCL1A
ENSG00000257277	NOT_FOUND_IN_ENSEMBL	
ENSG00000257279	lncRNA	novel transcript
ENSG00000257283	lncRNA	novel transcript, antisense to RRP12
ENSG00000257284	lncRNA	novel transcript, antisense to ARHGAP15
ENSG00000257286	lncRNA	novel transcript, antisense to C12orf52
ENSG00000257294	lncRNA	novel transcript
ENSG00000257322	NOT_FOUND_IN_ENSEMBL	
