mouse_symbol	class	n_human_targets	human_targets
Rasgrf1	ortholog_one2one	1	RASGRF1:ENSG00000058335
Rasgrp3	ortholog_one2one	1	RASGRP3:ENSG00000152689
Rasl10A	NOT_FOUND_IN_BIOMART	0	
Rassf1	ortholog_one2one	1	RASSF1:ENSG00000068028
Rassf5	ortholog_one2one	1	RASSF5:ENSG00000266094
Rassf7	ortholog_one2one	1	RASSF7:ENSG00000099849
Rassf8	ortholog_one2one	1	RASSF8:ENSG00000123094
Rassf9	ortholog_one2one	1	RASSF9:ENSG00000198774
Rbbp4	ortholog_one2one	1	RBBP4:ENSG00000162521
Rbbp9	ortholog_one2one	1	RBBP9:ENSG00000089050
Rbm25	ortholog_one2one	1	RBM25:ENSG00000119707
Rbm43	ortholog_one2one	1	RBM43:ENSG00000184898
Rbm4B	NOT_FOUND_IN_BIOMART	0	
Rbms1	ortholog_one2one	1	RBMS1:ENSG00000153250
Rbms3	ortholog_one2one	1	RBMS3:ENSG00000144642
Rbmx2	ortholog_one2one	1	RBMX2:ENSG00000134597
Rbp1	ortholog_one2one	1	RBP1:ENSG00000114115
Rbpj	ortholog_one2one	1	RBPJ:ENSG00000168214
Rbpms	ortholog_one2one	1	RBPMS:ENSG00000157110
Rbx1	ortholog_one2one	1	RBX1:ENSG00000100387
Rcan3	ortholog_one2one	1	RCAN3:ENSG00000117602
Rdh10	ortholog_one2one	1	RDH10:ENSG00000121039
Reep5	ortholog_one2one	1	REEP5:ENSG00000129625
Reg3B	NOT_FOUND_IN_BIOMART	0	
Reg3G	NOT_FOUND_IN_BIOMART	0	
Reln	ortholog_one2one	1	RELN:ENSG00000189056
Rem2	ortholog_one2one	1	REM2:ENSG00000139890
Retnlb	ambiguous_ortholog_one2many	1	RETNLB:ENSG00000163515
Rfc3	ortholog_one2one	1	RFC3:ENSG00000133119
Rfx2	ortholog_one2one	1	RFX2:ENSG00000087903
Rgl1	ortholog_one2one	1	RGL1:ENSG00000143344
Rgl3	ortholog_one2one	1	RGL3:ENSG00000205517
Rgs10	ortholog_one2one	1	RGS10:ENSG00000148908
Rgs19	ortholog_one2one	1	RGS19:ENSG00000171700
Rhbdf1	ortholog_one2one	1	RHBDF1:ENSG00000007384
Rhob	ortholog_one2one	1	RHOB:ENSG00000143878
Rhoc	ortholog_one2one	1	RHOC:ENSG00000155366
Rhod	ortholog_one2one	1	RHOD:ENSG00000173156
Rhof	ortholog_one2one	1	RHOF:ENSG00000139725
Rhoj	ortholog_one2one	1	RHOJ:ENSG00000126785
Rilpl1	ortholog_one2one	1	RILPL1:ENSG00000188026
Rin1	ortholog_one2one	1	RIN1:ENSG00000174791
Rin3	ortholog_one2one	1	RIN3:ENSG00000100599
Ripk3	ortholog_one2one	1	RIPK3:ENSG00000129465
Ripk4	ortholog_one2one	1	RIPK4:ENSG00000183421
Ripply3	ortholog_one2one	1	RIPPLY3:ENSG00000183145
Rmdn2	ortholog_one2one	1	RMDN2:ENSG00000115841
Rnd1	ortholog_one2one	1	RND1:ENSG00000172602
Rnf11	ambiguous_ortholog_one2many	1	RNF11:ENSG00000123091
Rnf135	NO_ORTHOLOG	0	
Rnf208	ortholog_one2one	1	RNF208:ENSG00000212864
Rnf39	ortholog_one2one	1	RNF39:ENSG00000204618
Rnu3A	NOT_FOUND_IN_BIOMART	0	
Robo1	ortholog_one2one	1	ROBO1:ENSG00000169855
Rogdi	ortholog_one2one	1	ROGDI:ENSG00000067836
Romo1	ortholog_one2one	1	ROMO1:ENSG00000125995
Rora	ortholog_one2one	1	RORA:ENSG00000069667
Rpgrip1L	NOT_FOUND_IN_BIOMART	0	
Rpl12	ortholog_one2one	1	RPL12:ENSG00000197958
Rpl13A	NOT_FOUND_IN_BIOMART	0	
Rpl18A	NOT_FOUND_IN_BIOMART	0	
Rpl23	ortholog_one2one	1	RPL23:ENSG00000125691
Rpl30	ortholog_one2one	1	RPL30:ENSG00000156482
Rpl31	ortholog_one2one	1	RPL31:ENSG00000071082
Rpl32	ortholog_one2one	1	RPL32:ENSG00000144713
Rpl36A	NOT_FOUND_IN_BIOMART	0	
Rpph1	NO_ORTHOLOG	0	
Rps11	ortholog_one2one	1	RPS11:ENSG00000142534
Rps17	ortholog_one2one	1	RPS17:ENSG00000182774
Rps19	ortholog_one2one	1	RPS19:ENSG00000105372
Rps24	ortholog_one2one	1	RPS24:ENSG00000138326
Rps25	ortholog_one2one	1	RPS25:ENSG00000118181
Rps26	NO_ORTHOLOG	0	
Rps27L	NOT_FOUND_IN_BIOMART	0	
Rps28	ortholog_one2one	1	RPS28:ENSG00000233927
Rps29	NO_ORTHOLOG	0	
Rps4X	NOT_FOUND_IN_BIOMART	0	
Rrad	ortholog_one2one	1	RRAD:ENSG00000166592
Rras	ortholog_one2one	1	RRAS:ENSG00000126458
Rras2	ortholog_one2one	1	RRAS2:ENSG00000133818
Rrm2B	NOT_FOUND_IN_BIOMART	0	
Rsad1	ortholog_one2one	1	RSAD1:ENSG00000136444
Rsad2	ortholog_one2one	1	RSAD2:ENSG00000134321
Rsph1	ortholog_one2one	1	RSPH1:ENSG00000160188
Rsph9	ortholog_one2one	1	RSPH9:ENSG00000172426
Rtn4	ortholog_one2one	1	RTN4:ENSG00000115310
Rtp4	ortholog_one2one	1	RTP4:ENSG00000136514
Runx1	ortholog_one2one	1	RUNX1:ENSG00000159216
Runx2	ortholog_one2one	1	RUNX2:ENSG00000124813
Rusc2	ortholog_one2one	1	RUSC2:ENSG00000198853
Rwdd1	ortholog_one2one	1	RWDD1:ENSG00000111832
S100A1	NOT_FOUND_IN_BIOMART	0	
S100A11	NOT_FOUND_IN_BIOMART	0	
S100A13	NOT_FOUND_IN_BIOMART	0	
S100A14	NOT_FOUND_IN_BIOMART	0	
S100A16	NOT_FOUND_IN_BIOMART	0	
S100A4	NOT_FOUND_IN_BIOMART	0	
S100A6	NOT_FOUND_IN_BIOMART	0	
S100A7A	NOT_FOUND_IN_BIOMART	0	
S100A8	NOT_FOUND_IN_BIOMART	0	
S100A9	NOT_FOUND_IN_BIOMART	0	
S1Pr2	NOT_FOUND_IN_BIOMART	0	
Saa3	NO_ORTHOLOG	0	
Sall2	ortholog_one2one	1	SALL2:ENSG00000165821
Samd14	ortholog_one2one	1	SAMD14:ENSG00000167100
Samd5	ortholog_one2one	1	SAMD5:ENSG00000203727
Samd9L	NOT_FOUND_IN_BIOMART	0	
Sat2	ortholog_one2one	1	SAT2:ENSG00000141504
Sbsn	ortholog_one2one	1	SBSN:ENSG00000189001
Scap	ortholog_one2one	1	SCAP:ENSG00000114650
Scara3	ortholog_one2one	1	SCARA3:ENSG00000168077
Scarna17	NO_ORTHOLOG	0	
Scel	ortholog_one2one	1	SCEL:ENSG00000136155
Scmh1	ortholog_one2one	1	SCMH1:ENSG00000010803
Scx	ortholog_one2one	1	SCX:ENSG00000260428
Sdc1	ortholog_one2one	1	SDC1:ENSG00000115884
Sdf2	ortholog_one2one	1	SDF2:ENSG00000132581
Sdf4	ortholog_one2one	1	SDF4:ENSG00000078808
Sdpr	NOT_FOUND_IN_BIOMART	0	
Selenbp1	ambiguous_ortholog_one2many	1	SELENBP1:ENSG00000143416
Sema3B	NOT_FOUND_IN_BIOMART	0	
Sema3C	NOT_FOUND_IN_BIOMART	0	
Sema3F	NOT_FOUND_IN_BIOMART	0	
Sema4B	NOT_FOUND_IN_BIOMART	0	
Sema7A	NOT_FOUND_IN_BIOMART	0	
Senp2	ortholog_one2one	1	SENP2:ENSG00000163904
Senp6	ortholog_one2one	1	SENP6:ENSG00000112701
Sepn1	NOT_FOUND_IN_BIOMART	0	
Serinc1	ortholog_one2one	1	SERINC1:ENSG00000111897
Serinc2	ortholog_one2one	1	SERINC2:ENSG00000168528
Serp2	ortholog_one2one	1	SERP2:ENSG00000151778
Serpina3N	NOT_FOUND_IN_BIOMART	0	
Serpinb11	ortholog_one2one	1	SERPINB11:ENSG00000206072
Serpinb5	ortholog_one2one	1	SERPINB5:ENSG00000206075
Serpinb6B	NOT_FOUND_IN_BIOMART	0	
Serpinb9	ambiguous_ortholog_one2many	1	SERPINB9:ENSG00000170542
Serpinb9B	NOT_FOUND_IN_BIOMART	0	
Serping1	ortholog_one2one	1	SERPING1:ENSG00000149131
Sertad4	ortholog_one2one	1	SERTAD4:ENSG00000082497
Sestd1	ortholog_one2one	1	SESTD1:ENSG00000187231
Setbp1	ortholog_one2one	1	SETBP1:ENSG00000152217
Setd6	ortholog_one2one	1	SETD6:ENSG00000103037
Sez6L2	NOT_FOUND_IN_BIOMART	0	
Sftpd	ortholog_one2one	1	SFTPD:ENSG00000133661
Sfxn3	ortholog_one2one	1	SFXN3:ENSG00000107819
Sgcb	ortholog_one2one	1	SGCB:ENSG00000163069
Sgk1	ortholog_one2one	1	SGK1:ENSG00000118515
Sgk2	ortholog_one2one	1	SGK2:ENSG00000101049
Sgms1	ortholog_one2one	1	SGMS1:ENSG00000198964
Sgsm1	ortholog_one2one	1	SGSM1:ENSG00000167037
Sgsm3	ortholog_one2one	1	SGSM3:ENSG00000100359
Sh3Bgrl2	NOT_FOUND_IN_BIOMART	0	
Sh3Bgrl3	NOT_FOUND_IN_BIOMART	0	
Sh3Bp5	NOT_FOUND_IN_BIOMART	0	
Sh3Glb1	NOT_FOUND_IN_BIOMART	0	
Sh3Glb2	NOT_FOUND_IN_BIOMART	0	
Sh3Kbp1	NOT_FOUND_IN_BIOMART	0	
Sh3Pxd2A	NOT_FOUND_IN_BIOMART	0	
Sh3Pxd2B	NOT_FOUND_IN_BIOMART	0	
Sh3Tc1	NOT_FOUND_IN_BIOMART	0	
Sh3Tc2	NOT_FOUND_IN_BIOMART	0	
Shf	ortholog_one2one	1	SHF:ENSG00000138606
Shisa5	ortholog_one2one	1	SHISA5:ENSG00000164054
Shroom1	ortholog_one2one	1	SHROOM1:ENSG00000164403
Siva1	ortholog_one2one	1	SIVA1:ENSG00000184990
Skil	ortholog_one2one	1	SKIL:ENSG00000136603
Slamf9	ortholog_one2one	1	SLAMF9:ENSG00000162723
Slc12A4	NOT_FOUND_IN_BIOMART	0	
Slc19A2	NOT_FOUND_IN_BIOMART	0	
Slc22A23	NOT_FOUND_IN_BIOMART	0	
Slc22A4	NOT_FOUND_IN_BIOMART	0	
Slc23A3	NOT_FOUND_IN_BIOMART	0	
Slc25A43	NOT_FOUND_IN_BIOMART	0	
Slc25A48	NOT_FOUND_IN_BIOMART	0	
Slc26A9	NOT_FOUND_IN_BIOMART	0	
Slc28A2	NOT_FOUND_IN_BIOMART	0	
Slc2A1	NOT_FOUND_IN_BIOMART	0	
Slc35E4	NOT_FOUND_IN_BIOMART	0	
Slc35G1	NOT_FOUND_IN_BIOMART	0	
Slc37A3	NOT_FOUND_IN_BIOMART	0	
Slc39A10	NOT_FOUND_IN_BIOMART	0	
Slc39A13	NOT_FOUND_IN_BIOMART	0	
Slc39A4	NOT_FOUND_IN_BIOMART	0	
Slc39A6	NOT_FOUND_IN_BIOMART	0	
Slc44A1	NOT_FOUND_IN_BIOMART	0	
Slc44A2	NOT_FOUND_IN_BIOMART	0	
Slc44A4	NOT_FOUND_IN_BIOMART	0	
Slc45A3	NOT_FOUND_IN_BIOMART	0	
Slc45A4	NOT_FOUND_IN_BIOMART	0	
Slc48A1	NOT_FOUND_IN_BIOMART	0	
Slc4A11	NOT_FOUND_IN_BIOMART	0	
Slc4A3	NOT_FOUND_IN_BIOMART	0	
Slc4A4	NOT_FOUND_IN_BIOMART	0	
Slc5A5	NOT_FOUND_IN_BIOMART	0	
Slc5A6	NOT_FOUND_IN_BIOMART	0	
Slc6A14	NOT_FOUND_IN_BIOMART	0	
Slc6A15	NOT_FOUND_IN_BIOMART	0	
Slc6A8	NOT_FOUND_IN_BIOMART	0	
Slc7A11	NOT_FOUND_IN_BIOMART	0	
Slc7A3	NOT_FOUND_IN_BIOMART	0	
Slc7A4	NOT_FOUND_IN_BIOMART	0	
Slc7A5	NOT_FOUND_IN_BIOMART	0	
Slc9A3R2	NOT_FOUND_IN_BIOMART	0	
Slc9A4	NOT_FOUND_IN_BIOMART	0	
Slco2A1	NOT_FOUND_IN_BIOMART	0	
Slco3A1	NOT_FOUND_IN_BIOMART	0	
Slco4A1	NOT_FOUND_IN_BIOMART	0	
Slfn2	ambiguous_ortholog_many2many	2	SLFN12:ENSG00000172123;SLFN12L:ENSG00000205045
Slpi	ortholog_one2one	1	SLPI:ENSG00000124107
Slu7	ortholog_one2one	1	SLU7:ENSG00000164609
Smad6	ortholog_one2one	1	SMAD6:ENSG00000137834
Smad7	ortholog_one2one	1	SMAD7:ENSG00000101665
Smarca1	ortholog_one2one	1	SMARCA1:ENSG00000102038
Smarcc1	ortholog_one2one	1	SMARCC1:ENSG00000173473
Smarcd3	ortholog_one2one	1	SMARCD3:ENSG00000082014
Smim15	ortholog_one2one	1	SMIM15:ENSG00000188725
Smo	ortholog_one2one	1	SMO:ENSG00000128602
Smoc1	ortholog_one2one	1	SMOC1:ENSG00000198732
Smox	ortholog_one2one	1	SMOX:ENSG00000088826
Smpd1	ortholog_one2one	1	SMPD1:ENSG00000166311
Smpd3	ortholog_one2one	1	SMPD3:ENSG00000103056
Smtnl2	ortholog_one2one	1	SMTNL2:ENSG00000188176
Snap47	ortholog_one2one	1	SNAP47:ENSG00000143740
Snn	ortholog_one2one	1	SNN:ENSG00000184602
Snord100	ortholog_one2one	1	SNORD100:ENSG00000221500
Snord104	ortholog_one2one	1	SNORD104:ENSG00000199753
Snord17	ortholog_one2one	1	SNORD17:ENSG00000212232
Snord35A	NOT_FOUND_IN_BIOMART	0	
Snord37	ortholog_one2one	1	SNORD37:ENSG00000206775
Snrk	ortholog_one2one	1	SNRK:ENSG00000163788
Snrpd1	ortholog_one2one	1	SNRPD1:ENSG00000167088
Snx33	ortholog_one2one	1	SNX33:ENSG00000173548
Socs5	ortholog_one2one	1	SOCS5:ENSG00000171150
Sorbs2	ortholog_one2one	1	SORBS2:ENSG00000154556
Sord	ortholog_one2one	1	SORD:ENSG00000140263
Sorl1	ortholog_one2one	1	SORL1:ENSG00000137642
Sowahb	ortholog_one2one	1	SOWAHB:ENSG00000186212
Sox17	ortholog_one2one	1	SOX17:ENSG00000164736
Sox21	ortholog_one2one	1	SOX21:ENSG00000125285
Sox4	ortholog_one2one	1	SOX4:ENSG00000124766
Sox9	ortholog_one2one	1	SOX9:ENSG00000125398
Spaca7	ortholog_one2one	1	SPACA7:ENSG00000153498
Spag6	ambiguous_ortholog_one2many	1	SPAG6:ENSG00000077327
Sparc	ortholog_one2one	1	SPARC:ENSG00000113140
Sparcl1	ortholog_one2one	1	SPARCL1:ENSG00000152583
Spata6	ortholog_one2one	1	SPATA6:ENSG00000132122
Spire1	ortholog_one2one	1	SPIRE1:ENSG00000134278
Spns3	ortholog_one2one	1	SPNS3:ENSG00000182557
Spon1	ortholog_one2one	1	SPON1:ENSG00000262655
Spp1	ortholog_one2one	1	SPP1:ENSG00000118785
Sprr1A	NOT_FOUND_IN_BIOMART	0	
Sprr2A1	NOT_FOUND_IN_BIOMART	0	
Sprr2A2	NOT_FOUND_IN_BIOMART	0	
Sprr2A3	NOT_FOUND_IN_BIOMART	0	
Sprr2B	NOT_FOUND_IN_BIOMART	0	
Sprr2H	NOT_FOUND_IN_BIOMART	0	
Spsb4	ortholog_one2one	1	SPSB4:ENSG00000175093
Sptbn1	ortholog_one2one	1	SPTBN1:ENSG00000115306
Sptbn2	ortholog_one2one	1	SPTBN2:ENSG00000173898
Sptssb	ortholog_one2one	1	SPTSSB:ENSG00000196542
Srek1Ip1	NOT_FOUND_IN_BIOMART	0	
Srgap3	ortholog_one2one	1	SRGAP3:ENSG00000196220
Ssbp3	ortholog_one2one	1	SSBP3:ENSG00000157216
Ssbp4	ortholog_one2one	1	SSBP4:ENSG00000130511
Ssh1	ortholog_one2one	1	SSH1:ENSG00000084112
Ssr3	ortholog_one2one	1	SSR3:ENSG00000114850
St3Gal3	NOT_FOUND_IN_BIOMART	0	
St3Gal5	NOT_FOUND_IN_BIOMART	0	
St6Gal1	NOT_FOUND_IN_BIOMART	0	
Stard3	ortholog_one2one	1	STARD3:ENSG00000131748
Stbd1	ortholog_one2one	1	STBD1:ENSG00000118804
Stc1	ortholog_one2one	1	STC1:ENSG00000159167
Stc2	ortholog_one2one	1	STC2:ENSG00000113739
Steap1	ambiguous_ortholog_one2many	2	STEAP1B:ENSG00000105889;STEAP1:ENSG00000164647
Steap2	ortholog_one2one	1	STEAP2:ENSG00000157214
Stk32C	NOT_FOUND_IN_BIOMART	0	
Stk36	ortholog_one2one	1	STK36:ENSG00000163482
Ston1	ortholog_one2one	1	STON1:ENSG00000243244
Stra6	ortholog_one2one	1	STRA6:ENSG00000137868
Stx11	ortholog_one2one	1	STX11:ENSG00000135604
Stx7	ortholog_one2one	1	STX7:ENSG00000079950
Stxbp1	ortholog_one2one	1	STXBP1:ENSG00000136854
Stxbp4	ortholog_one2one	1	STXBP4:ENSG00000166263
Sub1	ortholog_one2one	1	SUB1:ENSG00000113387
Sucnr1	ortholog_one2one	1	SUCNR1:ENSG00000198829
Sulf2	ortholog_one2one	1	SULF2:ENSG00000196562
Sult1A1	NOT_FOUND_IN_BIOMART	0	
Sult1C2	NOT_FOUND_IN_BIOMART	0	
Sult4A1	NOT_FOUND_IN_BIOMART	0	
Suox	ortholog_one2one	1	SUOX:ENSG00000139531
Susd2	ortholog_one2one	1	SUSD2:ENSG00000099994
Susd4	ortholog_one2one	1	SUSD4:ENSG00000143502
Svep1	ortholog_one2one	1	SVEP1:ENSG00000165124
Swt1	ortholog_one2one	1	SWT1:ENSG00000116668
Syde1	ortholog_one2one	1	SYDE1:ENSG00000105137
Syne1	ortholog_one2one	1	SYNE1:ENSG00000131018
Syngr1	ortholog_one2one	1	SYNGR1:ENSG00000100321
Synj2	ortholog_one2one	1	SYNJ2:ENSG00000078269
Synpo2L	NOT_FOUND_IN_BIOMART	0	
Synrg	ortholog_one2one	1	SYNRG:ENSG00000275066
Syt11	ortholog_one2one	1	SYT11:ENSG00000132718
Syt12	ortholog_one2one	1	SYT12:ENSG00000173227
Syt16	ortholog_one2one	1	SYT16:ENSG00000139973
Syt8	ortholog_one2one	1	SYT8:ENSG00000149043
Sytl2	ortholog_one2one	1	SYTL2:ENSG00000137501
Tab3	ortholog_one2one	1	TAB3:ENSG00000157625
Tacstd2	ortholog_one2one	1	TACSTD2:ENSG00000184292
Taf1D	NOT_FOUND_IN_BIOMART	0	
Taf9B	NOT_FOUND_IN_BIOMART	0	
Tagln2	ortholog_one2one	1	TAGLN2:ENSG00000158710
Tanc1	ortholog_one2one	1	TANC1:ENSG00000115183
Tapbp	ortholog_one2one	1	TAPBP:ENSG00000231925
Tbc1D19	NOT_FOUND_IN_BIOMART	0	
Tbc1D2	NOT_FOUND_IN_BIOMART	0	
Tbcel	ortholog_one2one	1	TBCEL:ENSG00000154114
Tcea2	ortholog_one2one	1	TCEA2:ENSG00000171703
Tceal1	ortholog_one2one	1	TCEAL1:ENSG00000172465
Tceal7	ortholog_one2one	1	TCEAL7:ENSG00000182916
Tcte2	NO_ORTHOLOG	0	
Tctex1D2	NOT_FOUND_IN_BIOMART	0	
Tctn2	ortholog_one2one	1	TCTN2:ENSG00000168778
Tdrkh	ortholog_one2one	1	TDRKH:ENSG00000182134
Tead2	ortholog_one2one	1	TEAD2:ENSG00000074219
Tead4	ortholog_one2one	1	TEAD4:ENSG00000197905
Tec	ortholog_one2one	1	TEC:ENSG00000135605
Tenm4	ortholog_one2one	1	TENM4:ENSG00000149256
Tesc	NO_ORTHOLOG	0	
Tex264	ortholog_one2one	1	TEX264:ENSG00000164081
Tfcp2L1	NOT_FOUND_IN_BIOMART	0	
Tff2	ortholog_one2one	1	TFF2:ENSG00000160181
Tgfb1I1	NOT_FOUND_IN_BIOMART	0	
Tgfbi	ortholog_one2one	1	TGFBI:ENSG00000120708
Tgfbr2	ortholog_one2one	1	TGFBR2:ENSG00000163513
Tgm1	ortholog_one2one	1	TGM1:ENSG00000092295
Tgm2	ortholog_one2one	1	TGM2:ENSG00000198959
Tgm5	ortholog_one2one	1	TGM5:ENSG00000104055
Thbs1	ortholog_one2one	1	THBS1:ENSG00000137801
Them6	ortholog_one2one	1	THEM6:ENSG00000130193
Thsd4	ortholog_one2one	1	THSD4:ENSG00000187720
Timm17A	NOT_FOUND_IN_BIOMART	0	
Timp1	ortholog_one2one	1	TIMP1:ENSG00000102265
Timp2	ortholog_one2one	1	TIMP2:ENSG00000035862
Timp3	ortholog_one2one	1	TIMP3:ENSG00000100234
Tinagl1	ortholog_one2one	1	TINAGL1:ENSG00000142910
Tirap	ortholog_one2one	1	TIRAP:ENSG00000150455
Tjp1	ortholog_one2one	1	TJP1:ENSG00000104067
Tjp2	ortholog_one2one	1	TJP2:ENSG00000119139
Tk2	ortholog_one2one	1	TK2:ENSG00000166548
Tlcd1	ortholog_one2one	1	TLCD1:ENSG00000160606
Tle2	ortholog_one2one	1	TLE2:ENSG00000065717
Tle3	ortholog_one2one	1	TLE3:ENSG00000140332
Tle6	ortholog_one2one	1	TLE6:ENSG00000104953
Tln2	ortholog_one2one	1	TLN2:ENSG00000171914
Tlr2	ortholog_one2one	1	TLR2:ENSG00000137462
Tlr3	ortholog_one2one	1	TLR3:ENSG00000164342
Tlr4	ortholog_one2one	1	TLR4:ENSG00000136869
Tlr6	ortholog_one2one	1	TLR6:ENSG00000174130
Tm4Sf1	NOT_FOUND_IN_BIOMART	0	
Tm4Sf4	NOT_FOUND_IN_BIOMART	0	
Tma7	ambiguous_ortholog_one2many	2	TMA7:ENSG00000232112;TMA7B:ENSG00000225528
Tmbim1	ortholog_one2one	1	TMBIM1:ENSG00000135926
Tmbim4	ortholog_one2one	1	TMBIM4:ENSG00000155957
Tmc5	ortholog_one2one	1	TMC5:ENSG00000103534
Tmc7	ortholog_one2one	1	TMC7:ENSG00000170537
Tmco3	ortholog_one2one	1	SLC9D1:ENSG00000150403
Tmed8	ortholog_one2one	1	TMED8:ENSG00000100580
Tmed9	ortholog_one2one	1	TMED9:ENSG00000184840
Tmem106C	NOT_FOUND_IN_BIOMART	0	
Tmem107	ortholog_one2one	1	TMEM107:ENSG00000179029
Tmem108	ortholog_one2one	1	TMEM108:ENSG00000144868
Tmem125	ortholog_one2one	1	TMEM125:ENSG00000179178
Tmem132A	NOT_FOUND_IN_BIOMART	0	
Tmem136	NOT_FOUND_IN_BIOMART	0	
Tmem17	ortholog_one2one	1	TMEM17:ENSG00000186889
Tmem173	NOT_FOUND_IN_BIOMART	0	
Tmem176B	NOT_FOUND_IN_BIOMART	0	
Tmem181C-Ps	NOT_FOUND_IN_BIOMART	0	
Tmem184C	NOT_FOUND_IN_BIOMART	0	
Tmem188	NOT_FOUND_IN_BIOMART	0	
Tmem2	NOT_FOUND_IN_BIOMART	0	
Tmem216	ortholog_one2one	1	TMEM216:ENSG00000187049
Tmem218	ortholog_one2one	1	TMEM218:ENSG00000150433
Tmem229A	NOT_FOUND_IN_BIOMART	0	
Tmem231	ortholog_one2one	1	TMEM231:ENSG00000205084
Tmem40	ortholog_one2one	1	TMEM40:ENSG00000088726
Tmem43	ortholog_one2one	1	TMEM43:ENSG00000170876
Tmem62	ortholog_one2one	1	TMEM62:ENSG00000137842
Tmem63A	NOT_FOUND_IN_BIOMART	0	
Tmem74B	NOT_FOUND_IN_BIOMART	0	
Tmie	ortholog_one2one	1	TMIE:ENSG00000181585
Tmpo	ortholog_one2one	1	TMPO:ENSG00000120802
Tmprss2	ortholog_one2one	1	TMPRSS2:ENSG00000184012
Tmprss4	ortholog_one2one	1	TMPRSS4:ENSG00000137648
Tmprss7	ortholog_one2one	1	TMPRSS7:ENSG00000176040
Tmsb4X	NOT_FOUND_IN_BIOMART	0	
Tmtc2	ortholog_one2one	1	TMTC2:ENSG00000179104
Tmx4	ortholog_one2one	1	TMX4:ENSG00000125827
Tnc	ortholog_one2one	1	TNC:ENSG00000041982
Tnf	ortholog_one2one	1	TNF:ENSG00000232810
Tnfaip1	ortholog_one2one	1	TNFAIP1:ENSG00000109079
Tnfaip2	ortholog_one2one	1	TNFAIP2:ENSG00000185215
Tnfaip3	ortholog_one2one	1	TNFAIP3:ENSG00000118503
Tnfaip8	ortholog_one2one	1	TNFAIP8:ENSG00000145779
Tnfrsf10B	NOT_FOUND_IN_BIOMART	0	
Tnfrsf11B	NOT_FOUND_IN_BIOMART	0	
Tnfrsf12A	NOT_FOUND_IN_BIOMART	0	
Tnfrsf1B	NOT_FOUND_IN_BIOMART	0	
Tnfrsf21	ortholog_one2one	1	TNFRSF21:ENSG00000146072
Tnfrsf8	ortholog_one2one	1	TNFRSF8:ENSG00000120949
Tnfsf9	ortholog_one2one	1	TNFSF9:ENSG00000125657
Tnip3	ortholog_one2one	1	TNIP3:ENSG00000050730
Tnk2	ortholog_one2one	1	TNK2:ENSG00000061938
Tnks1Bp1	NOT_FOUND_IN_BIOMART	0	
Tnni2	ortholog_one2one	1	TNNI2:ENSG00000130598
Tns1	ortholog_one2one	1	TNS1:ENSG00000079308
Tns3	ortholog_one2one	1	TNS3:ENSG00000136205
Tns4	ortholog_one2one	1	TNS4:ENSG00000131746
Tomm20	ortholog_one2one	1	TOMM20:ENSG00000173726
Tomm7	NO_ORTHOLOG	0	
Tor3A	NOT_FOUND_IN_BIOMART	0	
Tor4A	NOT_FOUND_IN_BIOMART	0	
Tpbg	ortholog_one2one	1	TPBG:ENSG00000146242
Tpcn1	ortholog_one2one	1	TPCN1:ENSG00000186815
Tpd52L1	NOT_FOUND_IN_BIOMART	0	
Tpgs2	ortholog_one2one	1	TPGS2:ENSG00000134779
Tpm2	ortholog_one2one	1	TPM2:ENSG00000198467
Tpm3	NO_ORTHOLOG	0	
Tpm4	ortholog_one2one	1	TPM4:ENSG00000167460
Tpp2	ortholog_one2one	1	TPP2:ENSG00000134900
Tpst1	ortholog_one2one	1	TPST1:ENSG00000169902
Trappc12	ortholog_one2one	1	TRAPPC12:ENSG00000171853
Trappc2	NO_ORTHOLOG	0	
Trex2	ortholog_one2one	1	TREX2:ENSG00000183479
Trib3	ortholog_one2one	1	TRIB3:ENSG00000101255
Trim15	ortholog_one2one	1	TRIM15:ENSG00000204610
Trim29	ortholog_one2one	1	TRIM29:ENSG00000137699
Trim3	ortholog_one2one	1	TRIM3:ENSG00000110171
Trim40	ortholog_one2one	1	TRIM40:ENSG00000204614
Trim41	ortholog_one2one	1	TRIM41:ENSG00000146063
Trim7	ortholog_one2one	1	TRIM7:ENSG00000146054
Trip12	ortholog_one2one	1	TRIP12:ENSG00000153827
Trip6	ortholog_one2one	1	TRIP6:ENSG00000087077
Trnp1	ortholog_one2one	1	TRNP1:ENSG00000253368
Trove2	NOT_FOUND_IN_BIOMART	0	
Trp53Inp1	NOT_FOUND_IN_BIOMART	0	
Trpm6	ortholog_one2one	1	TRPM6:ENSG00000119121
Tsc22D1	NOT_FOUND_IN_BIOMART	0	
Tsc22D2	NOT_FOUND_IN_BIOMART	0	
Tshz1	ortholog_one2one	1	TSHZ1:ENSG00000179981
Tshz2	ortholog_one2one	1	TSHZ2:ENSG00000182463
Tspan15	ortholog_one2one	1	TSPAN15:ENSG00000099282
Tspan17	ortholog_one2one	1	TSPAN17:ENSG00000048140
Tspan2	ortholog_one2one	1	TSPAN2:ENSG00000134198
Tspan33	ortholog_one2one	1	TSPAN33:ENSG00000158457
Tspan4	ortholog_one2one	1	TSPAN4:ENSG00000214063
Tspan6	ortholog_one2one	1	TSPAN6:ENSG00000000003
Tspo	ortholog_one2one	1	TSPO:ENSG00000100300
Ttc22	ortholog_one2one	1	TTC22:ENSG00000006555
Ttc26	NOT_FOUND_IN_BIOMART	0	
