mouse_symbol	signatures	class	n_human_targets	human_targets	inclusion_decision
Grasp	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Grb10	YAP_SIGNALING_GENES	ortholog_one2one	1	GRB10:ENSG00000106070	include_primary
Grem1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	GREM1:ENSG00000166923	include_primary
Grhl1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GRHL1:ENSG00000134317	include_primary
Gsdmd	FETAL_INTESTINE_GENES	ortholog_one2one	1	GSDMD:ENSG00000104518	include_primary
Gsn	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GSN:ENSG00000148180	include_primary
Gspt2	FETAL_INTESTINE_GENES	ortholog_one2one	1	GSPT2:ENSG00000189369	include_primary
Gsta4	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Gsto1	FETAL_INTESTINE_GENES	ortholog_one2one	1	GSTO1:ENSG00000148834	include_primary
Gtf3C5	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Gtse1	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	GTSE1:ENSG00000075218	include_primary
Gucy1A3	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Gzmm	FETAL_INTESTINE_GENES	ortholog_one2one	1	GZMM:ENSG00000197540	include_primary
H2-Ab1	REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES	ambiguous	2	HLA-DQB2:ENSG00000232629;HLA-DQB1:ENSG00000179344	extended_ambiguous_only
H2-T24	YAP_SIGNALING_GENES	NO_ORTHOLOG	0		exclude
H6Pd	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Haghl	FETAL_INTESTINE_GENES	ortholog_one2one	1	HAGHL:ENSG00000103253	include_primary
Hap1	FETAL_INTESTINE_GENES	ortholog_one2one	1	HAP1:ENSG00000173805	include_primary
Hbegf	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	HBEGF:ENSG00000113070	include_primary
Hdac2	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	HDAC2:ENSG00000196591	include_primary
Hdac7	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	HDAC7:ENSG00000061273	include_primary
Hebp2	FETAL_INTESTINE_GENES	ortholog_one2one	1	HEBP2:ENSG00000051620	include_primary
Heg1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	HEG1:ENSG00000173706	include_primary
Herc6	YAP_SIGNALING_GENES	ortholog_one2one	1	HERC6:ENSG00000138642	include_primary
Hgfac	FETAL_INTESTINE_GENES	ortholog_one2one	1	HGFAC:ENSG00000109758	include_primary
Hhex	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Hid1	FETAL_INTESTINE_GENES	ortholog_one2one	1	HID1:ENSG00000167861	include_primary
Hif3A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hilpda	FETAL_INTESTINE_GENES	ortholog_one2one	1	HILPDA:ENSG00000135245	include_primary
Hist1H1C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H1E	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H2Ai	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H2Bh	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H2Bj	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H2Bk	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H2Bm	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H3C	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist1H3E	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Hist2H2Ac	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hist4H4	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hk1	FETAL_INTESTINE_GENES	ortholog_one2one	1	HK1:ENSG00000156515	include_primary
Hk2	FETAL_INTESTINE_GENES	ortholog_one2one	1	HK2:ENSG00000159399	include_primary
Hlcs	FETAL_INTESTINE_GENES	ortholog_one2one	1	HLCS:ENSG00000159267	include_primary
Hmgb3	REVIVAL_STEM_CELL_GENES	NO_ORTHOLOG	0		exclude
Hmgcll1	FETAL_INTESTINE_GENES	ortholog_one2one	1	HMGCLL1:ENSG00000146151	include_primary
Hmgcr	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	HMGCR:ENSG00000113161	include_primary
Hmox1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	HMOX1:ENSG00000100292	include_primary
Hnf1B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hnrnpk	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	HNRNPK:ENSG00000165119	include_primary
Homer3	FETAL_INTESTINE_GENES	ortholog_one2one	1	HOMER3:ENSG00000051128	include_primary
Hoxb6	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	HOXB6:ENSG00000108511	include_primary
Hpcal1	FETAL_INTESTINE_GENES	ortholog_one2one	1	HPCAL1:ENSG00000115756	include_primary
Hpcal4	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	HPCAL4:ENSG00000116983	include_primary
Hpn	FETAL_INTESTINE_GENES	ortholog_one2one	1	HPN:ENSG00000105707	include_primary
Hpse	YAP_SIGNALING_GENES	ortholog_one2one	1	HPSE:ENSG00000173083	include_primary
Hpx	FETAL_INTESTINE_GENES	ortholog_one2one	1	HPX:ENSG00000110169	include_primary
Hr	FETAL_INTESTINE_GENES	ortholog_one2one	1	HR:ENSG00000168453	include_primary
Hs3St1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hs6St2	FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hsbp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	HSBP1:ENSG00000230989	include_primary
Hsd17B2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hsp90Aa1	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hsp90Ab1	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hspa1A	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hspa1B	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Hspa2	FETAL_INTESTINE_GENES	ortholog_one2one	1	HSPA2:ENSG00000126803	include_primary
Hspb1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	HSPB1:ENSG00000106211	include_primary
Hspg2	FETAL_INTESTINE_GENES	ortholog_one2one	1	HSPG2:ENSG00000142798	include_primary
Hsph1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	HSPH1:ENSG00000120694	include_primary
Htr1D	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Htra3	FETAL_INTESTINE_GENES	ortholog_one2one	1	HTRA3:ENSG00000170801	include_primary
Hyal1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	HYAL1:ENSG00000114378	include_primary
I830012O16Rik	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Icam1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	ICAM1:ENSG00000090339	include_primary
Id1	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	ID1:ENSG00000125968	include_primary
Id2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	ID2:ENSG00000115738	include_primary
Id3	YAP_SIGNALING_GENES	ortholog_one2one	1	ID3:ENSG00000117318	include_primary
Ier3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	IER3:ENSG00000137331	include_primary
Ier5L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Iffo2	FETAL_INTESTINE_GENES	ortholog_one2one	1	IFFO2:ENSG00000169991	include_primary
Ifi202B	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Ifi27L1	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ifi27L2A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Ifit1	YAP_SIGNALING_GENES	ambiguous	1	IFIT1B:ENSG00000204010	extended_ambiguous_only
Ifit3	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ambiguous	1	IFIT3:ENSG00000119917	extended_ambiguous_only
Ifitm3	REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES	ambiguous	3	IFITM1:ENSG00000185885;IFITM2:ENSG00000185201;IFITM3:ENSG00000142089	extended_ambiguous_only
Ifrd1	YAP_SIGNALING_GENES	ortholog_one2one	1	IFRD1:ENSG00000006652	include_primary
Ift122	FETAL_INTESTINE_GENES	ortholog_one2one	1	IFT122:ENSG00000163913	include_primary
Ift27	FETAL_INTESTINE_GENES	ortholog_one2one	1	IFT27:ENSG00000100360	include_primary
Ift43	FETAL_INTESTINE_GENES	ortholog_one2one	1	IFT43:ENSG00000119650	include_primary
Ift57	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	IFT57:ENSG00000114446	include_primary
Ift74	FETAL_INTESTINE_GENES	ortholog_one2one	1	IFT74:ENSG00000096872	include_primary
Ift81	FETAL_INTESTINE_GENES	ortholog_one2one	1	IFT81:ENSG00000122970	include_primary
Igf1R	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Igfbp3	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	IGFBP3:ENSG00000146674	include_primary
Igfbp5	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	IGFBP5:ENSG00000115461	include_primary
Igfbp7	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	IGFBP7:ENSG00000163453	include_primary
Ighm	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	IGHM:ENSG00000211899	include_primary
Igsf1	FETAL_INTESTINE_GENES	ortholog_one2one	1	IGSF1:ENSG00000147255	include_primary
Igtp	REGENERATIVE_EPITHELIUM	ambiguous	1	IRGM:ENSG00000237693	extended_ambiguous_only
Iigp1	REGENERATIVE_EPITHELIUM;REVIVAL_STEM_CELL_GENES	NO_ORTHOLOG	0		exclude
Ikbkg	FETAL_INTESTINE_GENES	ortholog_one2one	1	IKBKG:ENSG00000269335	include_primary
Il17Re	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Il1A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Il1Rn	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Il24	FETAL_INTESTINE_GENES	ortholog_one2one	1	IL24:ENSG00000162892	include_primary
Il28Ra	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Il33	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	IL33:ENSG00000137033	include_primary
Il34	FETAL_INTESTINE_GENES	ortholog_one2one	1	IL34:ENSG00000157368	include_primary
Il3Ra	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Il4Ra	FETAL_SPHEROID_EPITHELIUM_GENES;REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Il7	FETAL_INTESTINE_GENES	ortholog_one2one	1	IL7:ENSG00000104432	include_primary
Ildr1	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	ILDR1:ENSG00000145103	include_primary
Ildr2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	ILDR2:ENSG00000143195	include_primary
Inf2	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	INF2:ENSG00000203485	include_primary
Inhba	FETAL_INTESTINE_GENES	ortholog_one2one	1	INHBA:ENSG00000122641	include_primary
Inpp5K	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Insig2	FETAL_INTESTINE_GENES	ortholog_one2one	1	INSIG2:ENSG00000125629	include_primary
Ip6K2	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Ipo4	FETAL_INTESTINE_GENES	ortholog_one2one	1	IPO4:ENSG00000196497	include_primary
Iqcb1	FETAL_INTESTINE_GENES	ortholog_one2one	1	IQCB1:ENSG00000173226	include_primary
Iqce	FETAL_INTESTINE_GENES	NO_ORTHOLOG	0		exclude
Iqgap2	FETAL_INTESTINE_GENES	ortholog_one2one	1	IQGAP2:ENSG00000145703	include_primary
Irak1Bp1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Irak2	FETAL_INTESTINE_GENES	ortholog_one2one	1	IRAK2:ENSG00000134070	include_primary
Irf1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	IRF1:ENSG00000125347	include_primary
Irf2Bpl	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Irf6	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	IRF6:ENSG00000117595	include_primary
Irf7	FETAL_INTESTINE_GENES	ortholog_one2one	1	IRF7:ENSG00000185507	include_primary
Irf9	FETAL_INTESTINE_GENES	ortholog_one2one	1	IRF9:ENSG00000213928	include_primary
Irgm1	REVIVAL_STEM_CELL_GENES	ambiguous	1	IRGM:ENSG00000237693	extended_ambiguous_only
Irgm2	YAP_SIGNALING_GENES	ambiguous	1	IRGM:ENSG00000237693	extended_ambiguous_only
Isg15	YAP_SIGNALING_GENES	ortholog_one2one	1	ISG15:ENSG00000187608	include_primary
Isg20	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	ISG20:ENSG00000172183	include_primary
Isx	YAP_SIGNALING_GENES	ortholog_one2one	1	ISX:ENSG00000175329	include_primary
Itga2	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	ITGA2:ENSG00000164171	include_primary
Itga2B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Itga3	FETAL_INTESTINE_GENES	ortholog_one2one	1	ITGA3:ENSG00000005884	include_primary
Itga6	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	ITGA6:ENSG00000091409	include_primary
Itgav	FETAL_INTESTINE_GENES	ortholog_one2one	1	ITGAV:ENSG00000138448	include_primary
Itgb1Bp1	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Itgb4	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	ITGB4:ENSG00000132470	include_primary
Itgb6	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	ITGB6:ENSG00000115221	include_primary
Itm2B	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Itpr2	FETAL_INTESTINE_GENES	ortholog_one2one	1	ITPR2:ENSG00000123104	include_primary
Itpripl2	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	ITPRIPL2:ENSG00000205730	include_primary
Ivl	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	NO_ORTHOLOG	0		exclude
Jag2	YAP_SIGNALING_GENES	ortholog_one2one	1	JAG2:ENSG00000184916	include_primary
Jdp2	YAP_SIGNALING_GENES	ortholog_one2one	1	JDP2:ENSG00000140044	include_primary
Jkamp	FETAL_INTESTINE_GENES	ambiguous	1	JKAMP:ENSG00000050130	extended_ambiguous_only
Jub	YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Junb	FETAL_INTESTINE_GENES	ortholog_one2one	1	JUNB:ENSG00000171223	include_primary
Jup	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	JUP:ENSG00000173801	include_primary
Kank3	FETAL_INTESTINE_GENES	ortholog_one2one	1	KANK3:ENSG00000186994	include_primary
Kansl1L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Katnb1	FETAL_INTESTINE_GENES	ortholog_one2one	1	KATNB1:ENSG00000140854	include_primary
Kbtbd11	FETAL_INTESTINE_GENES	ortholog_one2one	1	KBTBD11:ENSG00000176595	include_primary
Kbtbd3	FETAL_INTESTINE_GENES	ortholog_one2one	1	KBTBD3:ENSG00000182359	include_primary
Kcnk1	FETAL_INTESTINE_GENES	ortholog_one2one	1	KCNK1:ENSG00000135750	include_primary
Kcnn4	FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	KCNN4:ENSG00000104783	include_primary
Kcp	FETAL_INTESTINE_GENES	ortholog_one2one	1	KCP:ENSG00000135253	include_primary
Kctd1	FETAL_INTESTINE_GENES	ortholog_one2one	1	KCTD1:ENSG00000134504	include_primary
Kctd10	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KCTD10:ENSG00000110906	include_primary
Kctd11	YAP_SIGNALING_GENES	ortholog_one2one	1	KCTD11:ENSG00000213859	include_primary
Kctd17	FETAL_INTESTINE_GENES	ortholog_one2one	1	KCTD17:ENSG00000100379	include_primary
Kctd21	FETAL_INTESTINE_GENES	ortholog_one2one	1	KCTD21:ENSG00000188997	include_primary
Kdm5A	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Khdc1A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Kif12	FETAL_INTESTINE_GENES	ortholog_one2one	1	KIF12:ENSG00000136883	include_primary
Kif1A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Kif20B	REVIVAL_STEM_CELL_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Kif3A	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Kif3C	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Kif9	FETAL_INTESTINE_GENES	ortholog_one2one	1	KIF9:ENSG00000088727	include_primary
Kifap3	FETAL_INTESTINE_GENES	ortholog_one2one	1	KIFAP3:ENSG00000075945	include_primary
Kifc3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KIFC3:ENSG00000140859	include_primary
Kirrel	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Klc3	FETAL_INTESTINE_GENES	ortholog_one2one	1	KLC3:ENSG00000104892	include_primary
Klf4	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KLF4:ENSG00000136826	include_primary
Klf6	YAP_SIGNALING_GENES	ortholog_one2one	1	KLF6:ENSG00000067082	include_primary
Klhl13	YAP_SIGNALING_GENES	ortholog_one2one	1	KLHL13:ENSG00000003096	include_primary
Klrg2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KLRG2:ENSG00000188883	include_primary
Krba1	FETAL_INTESTINE_GENES	ortholog_one2one	1	KRABD3:ENSG00000133619	include_primary
Krt13	REGENERATIVE_EPITHELIUM	NO_ORTHOLOG	0		exclude
Krt14	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	KRT14:ENSG00000186847	include_primary
Krt15	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	KRT15:ENSG00000171346	include_primary
Krt16	REGENERATIVE_EPITHELIUM;YAP_SIGNALING_GENES	ortholog_one2one	1	KRT16:ENSG00000186832	include_primary
Krt17	YAP_SIGNALING_GENES	ortholog_one2one	1	KRT17:ENSG00000128422	include_primary
Krt18	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KRT18:ENSG00000111057	include_primary
Krt19	FETAL_INTESTINE_GENES;REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	KRT19:ENSG00000171345	include_primary
Krt20	FETAL_INTESTINE_GENES	ortholog_one2one	1	KRT20:ENSG00000171431	include_primary
Krt23	FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KRT23:ENSG00000108244	include_primary
Krt4	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	KRT4:ENSG00000170477	include_primary
Krt6A	REGENERATIVE_EPITHELIUM	NOT_FOUND_IN_BIOMART	0		exclude
Krt7	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	KRT7:ENSG00000135480	include_primary
Krt80	YAP_SIGNALING_GENES	ortholog_one2one	1	KRT80:ENSG00000167767	include_primary
Krt9	YAP_SIGNALING_GENES	ortholog_one2one	1	KRT9:ENSG00000171403	include_primary
Ktn1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	KTN1:ENSG00000126777	include_primary
Lama3	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LAMA3:ENSG00000053747	include_primary
Lama4	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LAMA4:ENSG00000112769	include_primary
Lama5	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LAMA5:ENSG00000130702	include_primary
Lamb1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LAMB1:ENSG00000091136	include_primary
Lamb2	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LAMB2:ENSG00000172037	include_primary
Lamb3	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LAMB3:ENSG00000196878	include_primary
Lamc1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LAMC1:ENSG00000135862	include_primary
Lamc2	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LAMC2:ENSG00000058085	include_primary
Laptm5	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	LAPTM5:ENSG00000162511	include_primary
Lasp1	FETAL_INTESTINE_GENES	ortholog_one2one	1	LASP1:ENSG00000002834	include_primary
Lats2	YAP_SIGNALING_GENES	ortholog_one2one	1	LATS2:ENSG00000150457	include_primary
Lbh	FETAL_INTESTINE_GENES	ortholog_one2one	1	LBH:ENSG00000213626	include_primary
Lbp	FETAL_INTESTINE_GENES	ortholog_one2one	1	LBP:ENSG00000129988	include_primary
Lcn2	FETAL_INTESTINE_GENES	ortholog_one2one	1	LCN2:ENSG00000148346	include_primary
Ldhb	FETAL_INTESTINE_GENES	ortholog_one2one	1	LDHB:ENSG00000111716	include_primary
Ldhd	YAP_SIGNALING_GENES	ortholog_one2one	1	LDHD:ENSG00000166816	include_primary
Ldoc1L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lefty1	FETAL_INTESTINE_GENES	ambiguous	2	LEFTY1:ENSG00000243709;LEFTY2:ENSG00000143768	extended_ambiguous_only
Leprel4	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Leprotl1	REVIVAL_STEM_CELL_GENES	ortholog_one2one	1	LEPROTL1:ENSG00000104660	include_primary
Lgals1	REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LGALS1:ENSG00000100097	include_primary
Lgals3	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LGALS3:ENSG00000131981	include_primary
Lgals3Bp	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lgi2	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LGI2:ENSG00000153012	include_primary
Lgmn	FETAL_INTESTINE_GENES	ortholog_one2one	1	LGMN:ENSG00000100600	include_primary
Lhfpl2	YAP_SIGNALING_GENES	ortholog_one2one	1	LHFPL2:ENSG00000145685	include_primary
Limk1	FETAL_INTESTINE_GENES	ortholog_one2one	1	LIMK1:ENSG00000106683	include_primary
Lims2	FETAL_INTESTINE_GENES	ortholog_one2one	1	LIMS2:ENSG00000072163	include_primary
Lipa	FETAL_INTESTINE_GENES	ortholog_one2one	1	LIPA:ENSG00000107798	include_primary
Litaf	FETAL_INTESTINE_GENES;YAP_SIGNALING_GENES	ortholog_one2one	1	LITAF:ENSG00000189067	include_primary
Lman2L	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lmna	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES	ortholog_one2one	1	LMNA:ENSG00000160789	include_primary
Lmo4	FETAL_INTESTINE_GENES	ortholog_one2one	1	LMO4:ENSG00000143013	include_primary
Lmo7	YAP_SIGNALING_GENES	ortholog_one2one	1	LMO7:ENSG00000136153	include_primary
Lor	FETAL_INTESTINE_GENES;FETAL_SPHEROID_EPITHELIUM_GENES;REVIVAL_STEM_CELL_GENES;YAP_SIGNALING_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Loxl4	FETAL_INTESTINE_GENES	ortholog_one2one	1	LOXL4:ENSG00000138131	include_primary
Lpar6	FETAL_INTESTINE_GENES	ortholog_one2one	1	LPAR6:ENSG00000139679	include_primary
Lpcat4	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LPCAT4:ENSG00000176454	include_primary
Lphn3	FETAL_INTESTINE_GENES	NOT_FOUND_IN_BIOMART	0		exclude
Lrg1	FETAL_INTESTINE_GENES;REGENERATIVE_EPITHELIUM	ortholog_one2one	1	LRG1:ENSG00000171236	include_primary
Lrp6	FETAL_INTESTINE_GENES	ortholog_one2one	1	LRP6:ENSG00000070018	include_primary
Lrrc20	FETAL_INTESTINE_GENES	ortholog_one2one	1	LRRC20:ENSG00000172731	include_primary
Lrrc26	FETAL_INTESTINE_GENES	ortholog_one2one	1	LRRC26:ENSG00000184709	include_primary
